,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
11382,3540418,1,3,2,2,2
11383,3540461,2,1,1,9,0
11384,3540508,1,3,3,4,3
11385,3540562,1,2,2,4,2
11386,3540676,1,3,2,3,2
11387,3540710,1,2,2,2,1
11388,3540802,1,3,3,4,3
11389,3540823,1,4,2,4,2
11390,3540894,2,2,1,1,1
11391,3540936,2,1,0,1,0
11392,3540945,1,2,2,2,2
11393,3540959,2,1,1,1,1
11394,3540964,1,2,1,3,1
11395,3540980,1,2,2,3,2
11396,3540987,1,1,1,9,1
11397,3541003,2,3,0,2,0
11398,3541020,2,5,0,1,0
11399,3541116,1,3,2,4,1
11400,3541236,2,1,0,1,0
11401,3541257,2,3,2,1,1
11402,3541299,2,4,4,3,3
11403,3541370,2,2,2,1,1
11404,3541391,1,4,3,4,3
11405,3541404,2,1,1,3,1
11406,3541423,1,4,3,4,3
11407,3541450,1,1,1,3,3
11408,3541487,2,4,2,2,2
11409,3541494,2,1,1,2,1
11410,3541511,1,3,2,9,2
11411,3541522,2,2,2,4,2
11412,3541538,1,3,2,4,2
11413,3541580,1,3,3,4,3
11414,3541586,1,3,2,2,2
11415,3541607,1,1,1,4,1
11416,3541645,2,1,1,1,1
11417,3541652,1,4,2,3,1
11418,3541661,1,1,1,4,1
11419,3541724,1,4,2,4,2
11420,3541735,1,2,2,3,2
11421,3541742,1,4,4,4,3
11422,3541747,2,2,2,2,2
11423,3541756,1,3,2,2,2
11424,3541840,1,4,2,4,2
11425,3541936,1,3,2,2,2
11426,3541948,2,1,1,1,1
11427,3542027,2,1,0,1,0
11428,3542050,1,4,2,4,2
11429,3542064,1,2,2,2,1
11430,3542186,1,1,1,4,1
11431,3542225,1,2,2,2,2
11432,3542237,1,2,2,9,2
11433,3542268,1,2,1,9,1
11434,3542294,1,2,2,4,2
11435,3542305,1,7,4,2,2
11436,3542345,1,1,1,4,1
11437,3542360,1,2,2,3,3
11438,3542372,1,2,2,1,2
11439,3542393,1,3,2,4,2
11440,3542450,1,5,2,4,2
11441,3542458,1,3,2,2,1
11442,3542481,1,1,1,1,1
11443,3542496,1,5,2,4,2
11444,3542507,1,4,3,2,0
11445,3542567,2,1,0,1,0
11446,3542607,1,3,3,4,2
11447,3542615,1,2,2,4,3
11448,3542633,1,4,2,4,2
11449,3542668,1,5,2,4,2
11450,3542687,1,1,1,3,1
11451,3542709,1,2,0,2,0
11452,3542720,1,5,2,2,2
11453,3542771,2,1,1,4,0
11454,3542775,1,2,2,2,2
11455,3542793,1,2,2,2,1
11456,3542794,1,3,3,3,3
11457,3542811,1,2,2,4,3
11458,3542941,1,2,2,4,2
11459,3542942,1,1,1,4,2
11460,3542944,1,4,2,4,2
11461,3543010,2,2,2,2,2
11462,3543048,1,1,1,2,1
11463,3543140,1,2,2,4,1
11464,3543159,2,3,2,2,1
11465,3543255,1,2,2,2,2
11466,3543275,2,1,1,2,2
11467,3543278,1,5,2,2,3
11468,3543291,2,1,1,1,1
11469,3543301,1,2,1,2,1
11470,3543313,2,3,0,1,0
11471,3543351,2,2,2,4,2
11472,3543455,2,2,2,2,2
11473,3543458,2,1,1,1,0
11474,3543486,1,2,2,9,3
11475,3543507,1,7,5,3,3
11476,3543530,1,2,2,2,2
11477,3543534,1,4,2,2,2
11478,3543553,1,2,2,1,1
11479,3543574,1,3,2,4,2
11480,3543599,2,3,2,1,1
11481,3543667,1,2,2,9,3
11482,3543676,1,2,2,2,2
11483,3543717,1,2,2,4,1
11484,3543729,1,4,2,1,2
11485,3543744,2,1,1,1,1
11486,3543779,2,1,1,1,2
11487,3543801,1,3,3,4,3
11488,3543820,1,5,1,1,1
11489,3543839,2,1,1,4,1
11490,3543848,1,4,2,2,2
11491,3543905,1,2,1,2,1
11492,3543925,1,5,2,4,2
11493,3543954,1,2,2,4,2
11494,3543983,3,2,2,1,2
11495,3544021,1,2,2,4,1
11496,3544032,1,2,2,4,2
11497,3544054,1,1,1,3,1
11498,3544075,2,4,2,4,2
11499,3544081,1,3,1,4,1
11500,3544097,1,1,1,9,1
11501,3544176,1,2,2,2,2
11502,3544196,2,1,1,1,1
11503,3544202,1,3,2,2,3
11504,3544207,1,5,1,9,3
11505,3544222,2,1,1,9,1
11506,3544266,2,1,1,3,1
11507,3544290,1,4,2,4,2
11508,3544325,1,1,0,4,0
11509,3544332,1,6,2,4,2
11510,3544363,1,4,3,4,2
11511,3544424,2,3,1,2,1
11512,3544425,1,2,2,4,2
11513,3544471,2,3,2,1,0
11514,3544491,1,4,2,4,1
11515,3544492,2,3,2,9,2
11516,3544514,1,4,3,2,3
11517,3544573,1,4,4,3,3
11518,3544576,1,2,2,1,2
11519,3544614,1,2,2,4,3
11520,3544631,2,1,1,1,0
11521,3544677,1,3,2,4,2
11522,3544698,1,3,3,4,3
11523,3544725,1,6,2,3,2
11524,3544776,1,4,2,4,2
11525,3544810,2,5,2,4,2
11526,3544854,1,3,3,4,3
11527,3544876,2,2,1,2,0
11528,3544894,1,1,1,3,2
11529,3544906,2,2,2,2,2
11530,3545169,2,2,1,2,1
11531,3545182,1,6,2,3,2
11532,3545213,1,4,3,4,3
11533,3545214,1,3,2,3,2
11534,3545226,2,4,2,2,2
11535,3545283,1,5,2,2,2
11536,3545309,2,1,0,1,0
11537,3545320,1,2,1,2,1
11538,3545344,1,3,2,4,3
11539,3545385,1,2,2,4,3
11540,3545394,1,2,2,4,2
11541,3545452,1,2,2,2,3
11542,3545471,2,2,2,4,2
11543,3545518,2,3,2,4,2
11544,3545558,2,2,2,4,2
11545,3545632,1,2,2,3,2
11546,3545705,1,3,2,3,2
11547,3545723,1,2,2,4,3
11548,3545724,1,2,2,4,2
11549,3545800,1,1,1,1,2
11550,3545830,1,5,3,3,3
11551,3545846,1,5,2,4,2
11552,3545850,1,2,2,3,2
11553,3545871,1,1,1,2,1
11554,3545894,2,1,1,2,1
11555,3545906,2,3,3,3,2
11556,3545948,1,3,2,4,1
11557,3545952,1,2,2,9,2
11558,3545999,2,2,2,3,2
11559,3546036,1,2,2,2,2
11560,3546052,1,1,1,3,1
11561,3546153,1,2,2,2,1
11562,3546156,2,1,1,1,0
11563,3546167,1,7,4,3,3
11564,3546203,1,3,2,3,3
11565,3546221,2,1,1,1,0
11566,3546253,2,4,1,1,1
11567,3546268,1,6,2,2,2
11568,3546270,2,1,1,1,0
11569,3546293,1,4,3,4,3
11570,3546313,2,1,0,1,0
11571,3546316,1,5,3,4,3
11572,3546398,1,2,2,4,3
11573,3546411,2,1,1,3,1
11574,3546425,1,2,2,3,2
11575,3546432,1,3,2,4,2
11576,3546448,1,3,3,2,3
11577,3546508,2,1,1,2,1
11578,3546517,1,3,0,1,0
11579,3546546,1,3,3,4,3
11580,3546608,1,2,2,4,3
11581,3546612,1,4,3,4,3
11582,3546618,2,2,2,4,2
11583,3546654,1,1,1,2,2
11584,3546658,1,5,2,3,2
11585,3546716,1,2,2,2,2
11586,3546743,1,3,2,2,3
11587,3546748,1,4,2,2,3
11588,3546842,1,3,2,9,2
11589,3546874,1,4,2,4,1
11590,3546900,2,3,2,3,1
11591,3546906,1,1,1,2,1
11592,3546935,1,4,2,4,2
11593,3546949,1,2,2,2,2
11594,3546950,1,3,2,4,3
11595,3546957,1,2,2,2,2
11596,3546970,2,2,2,4,1
11597,3546972,1,2,2,4,3
11598,3547022,1,4,2,4,2
11599,3547028,1,2,2,2,1
11600,3547034,1,3,3,4,3
11601,3547050,1,4,2,4,2
11602,3547056,1,1,1,3,1
11603,3547067,1,2,2,2,2
11604,3547068,1,4,2,3,2
11605,3547138,1,5,5,4,3
11606,3547182,2,1,1,4,1
11607,3547197,2,1,1,2,1
11608,3547259,1,2,2,4,3
11609,3547278,1,2,2,2,2
11610,3547329,2,3,0,9,0
11611,3547341,1,2,2,2,2
11612,3547405,1,1,1,2,1
11613,3547439,2,2,1,2,1
11614,3547446,1,2,2,4,2
11615,3547482,2,4,1,4,0
11616,3547509,1,2,2,2,1
11617,3547533,1,3,2,4,2
11618,3547561,1,3,3,2,3
11619,3547577,1,2,2,9,2
11620,3547589,1,7,2,2,2
11621,3547630,1,6,5,4,3
11622,3547656,2,2,1,2,2
11623,3547685,1,1,1,9,1
11624,3547686,1,1,1,3,1
11625,3547699,1,2,2,9,1
11626,3547735,1,2,1,1,1
11627,3547751,1,2,2,2,1
11628,3547778,2,2,2,2,2
11629,3547828,2,3,2,2,2
11630,3547829,1,4,2,2,1
11631,3547875,1,2,2,1,2
11632,3547994,1,2,2,4,2
11633,3548029,1,2,2,2,2
11634,3548058,2,3,1,2,1
11635,3548069,2,1,1,1,1
11636,3548070,1,2,2,2,2
11637,3548089,1,2,2,2,3
11638,3548131,1,1,1,4,1
11639,3548137,1,2,2,2,2
11640,3548138,1,2,2,2,1
11641,3548146,1,5,2,4,1
11642,3548195,1,4,2,4,2
11643,3548201,1,1,1,2,1
11644,3548224,1,1,1,4,1
11645,3548259,1,1,1,4,1
11646,3548265,1,3,2,4,2
11647,3548350,1,3,3,2,3
11648,3548380,1,1,1,1,1
11649,3548388,1,4,4,4,3
11650,3548434,2,2,2,2,2
11651,3548451,1,2,2,4,2
11652,3548473,1,6,2,2,1
11653,3548502,1,1,1,1,2
11654,3548537,2,1,0,3,0
11655,3548538,2,1,1,3,1
11656,3548575,1,2,2,2,2
11657,3548579,1,4,2,4,2
11658,3548599,1,3,2,3,2
11659,3548661,1,2,2,4,1
11660,3548676,1,3,2,9,2
11661,3548747,2,1,1,2,1
11662,3548816,1,1,1,4,2
11663,3548822,1,2,2,4,2
11664,3548834,1,1,1,1,2
11665,3548837,1,2,2,4,2
11666,3548841,2,1,1,2,0
11667,3548914,1,4,2,4,2
11668,3548945,1,2,2,4,2
11669,3549025,1,4,2,4,2
11670,3549058,2,4,1,1,1
11671,3549110,1,1,1,2,1
11672,3549150,2,2,1,1,1
11673,3549165,2,1,1,1,1
11674,3549167,1,2,2,9,2
11675,3549177,1,3,2,2,2
11676,3549211,2,1,1,4,1
11677,3549243,1,3,3,4,2
11678,3549252,1,1,1,3,1
11679,3549322,1,2,2,2,2
11680,3549341,1,2,2,2,2
11681,3549393,1,3,2,2,1
11682,3549430,1,5,2,3,3
11683,3549568,2,3,1,2,1
11684,3549629,1,2,2,4,3
11685,3549630,1,2,2,9,2
11686,3549640,1,3,2,4,2
11687,3549660,1,4,2,3,2
11688,3549741,1,3,2,4,3
11689,3549789,1,2,2,4,3
11690,3549804,1,4,2,4,2
11691,3549879,1,2,2,1,1
11692,3549892,1,4,2,2,1
11693,3549904,2,1,1,2,2
11694,3549975,1,1,1,4,1
11695,3549977,1,2,2,4,2
11696,3549994,1,2,2,2,3
11697,3550012,1,2,2,2,2
11698,3550041,1,2,2,4,2
11699,3550054,1,1,1,3,1
11700,3550070,1,2,2,4,1
11701,3550144,1,3,2,4,2
11702,3550154,1,5,5,2,3
11703,3550175,2,1,1,1,1
11704,3550195,2,2,2,2,1
11705,3550221,1,3,3,4,3
11706,3550232,1,6,3,1,3
11707,3550233,2,2,2,2,1
11708,3550235,2,1,1,4,1
11709,3550306,1,3,3,4,3
11710,3550310,1,2,2,3,2
11711,3550341,1,5,2,4,2
11712,3550497,1,3,3,3,3
11713,3550564,2,1,0,1,0
11714,3550573,1,4,4,3,3
11715,3550574,2,3,2,3,2
11716,3550581,1,1,1,9,2
11717,3550590,1,4,4,4,3
11718,3550609,1,2,2,4,2
11719,3550617,2,1,1,1,0
11720,3550628,2,1,0,1,0
11721,3550642,1,4,2,4,2
11722,3550662,2,4,2,1,2
11723,3550733,1,4,2,4,2
11724,3550741,1,5,5,4,3
11725,3550758,1,2,2,4,2
11726,3550808,1,2,2,3,2
11727,3550919,2,4,2,3,2
11728,3550976,1,2,2,4,3
11729,3551013,1,3,3,9,3
11730,3551014,1,2,2,2,2
11731,3551031,1,2,2,2,2
11732,3551103,1,6,2,4,1
11733,3551116,1,2,2,3,2
11734,3551238,1,3,3,2,3
11735,3551240,1,3,1,1,1
11736,3551241,2,3,2,4,0
11737,3551268,1,4,2,4,2
11738,3551291,1,3,3,4,3
11739,3551304,1,2,2,3,2
11740,3551337,2,2,2,4,1
11741,3551357,1,1,1,2,1
11742,3551386,1,2,2,2,1
11743,3551422,1,2,1,1,1
11744,3551442,1,1,1,3,1
11745,3551450,1,3,2,3,3
11746,3551514,1,4,3,4,3
11747,3551524,1,1,1,9,1
11748,3551552,1,1,1,4,3
11749,3551596,1,3,2,2,2
11750,3551655,1,1,1,2,3
11751,3551665,1,2,2,2,2
11752,3551680,1,4,2,4,1
11753,3551734,1,3,2,2,2
11754,3551742,2,1,1,1,1
11755,3551751,1,2,2,4,2
11756,3551846,2,1,0,1,0
11757,3551848,1,5,2,4,2
11758,3551859,1,3,2,2,2
11759,3551865,1,5,2,4,3
11760,3551885,1,2,2,2,2
11761,3551935,1,1,1,2,1
11762,3551949,1,1,1,1,2
11763,3551957,1,1,1,4,2
11764,3551974,1,2,2,4,2
11765,3551977,1,1,1,2,1
11766,3552040,1,3,3,4,2
11767,3552066,1,1,1,3,2
11768,3552078,1,4,2,4,2
11769,3552084,1,1,1,2,1
11770,3552216,1,3,2,4,2
11771,3552252,1,4,3,4,3
11772,3552296,1,2,2,4,2
11773,3552324,1,2,2,2,2
11774,3552379,1,2,2,2,2
11775,3552392,1,2,2,4,2
11776,3552397,1,2,2,3,3
11777,3552410,1,5,2,4,2
11778,3552467,2,1,0,2,0
11779,3552528,1,6,3,4,3
11780,3552544,2,1,0,1,0
11781,3552574,1,3,3,3,2
11782,3552592,2,2,1,1,1
11783,3552607,1,5,2,4,2
11784,3552633,1,2,2,4,2
11785,3552662,2,1,1,2,1
11786,3552723,1,2,2,4,3
11787,3552786,2,1,1,1,0
11788,3552787,1,2,2,3,3
11789,3552804,1,2,2,4,3
11790,3552929,1,4,3,3,3
11791,3552941,2,2,2,9,1
11792,3552942,1,5,2,4,3
11793,3552997,1,1,1,9,1
11794,3553043,1,3,2,3,2
11795,3553058,1,3,1,2,1
11796,3553064,2,3,1,2,0
11797,3553065,1,3,2,2,1
11798,3553092,2,2,2,9,1
11799,3553125,1,3,2,1,2
11800,3553175,2,1,1,2,1
11801,3553179,2,4,1,1,1
11802,3553189,2,2,2,3,2
11803,3553245,2,1,1,1,1
11804,3553272,1,1,1,1,2
11805,3553321,1,2,2,2,2
11806,3553326,1,4,2,4,2
11807,3553377,2,2,0,1,0
11808,3553390,2,4,1,1,1
11809,3553438,1,2,2,4,2
11810,3553453,2,3,1,1,0
11811,3553460,1,5,5,3,3
11812,3553464,1,5,2,4,3
11813,3553505,2,3,2,4,1
11814,3553563,2,6,2,3,2
11815,3553640,1,2,2,2,2
11816,3553664,1,5,3,4,3
11817,3553672,2,2,1,4,1
11818,3553714,1,1,1,2,1
11819,3553715,1,3,2,1,2
11820,3553752,1,4,2,4,2
11821,3553773,2,2,0,1,0
11822,3553775,2,1,1,2,1
11823,3553847,1,3,2,4,3
11824,3553852,1,2,2,9,3
11825,3553879,2,1,0,1,0
11826,3553893,1,4,2,4,2
11827,3553918,2,1,0,1,0
11828,3553933,1,3,2,2,1
11829,3553943,1,1,1,4,2
11830,3553970,1,4,2,4,2
11831,3553979,1,1,1,2,1
11832,3554061,2,1,0,1,0
11833,3554072,1,2,2,3,2
11834,3554115,2,1,0,3,0
11835,3554127,1,2,2,9,2
11836,3554198,1,1,1,4,1
11837,3554215,2,3,1,4,1
11838,3554220,2,2,2,2,0
11839,3554237,1,1,1,1,1
11840,3554317,1,4,3,2,3
11841,3554320,2,1,0,9,0
11842,3554398,1,2,2,4,2
11843,3554422,2,1,1,2,1
11844,3554429,1,2,2,2,3
11845,3554452,2,4,1,1,0
11846,3554456,2,2,2,4,0
11847,3554473,1,1,1,3,1
11848,3554475,1,4,2,4,3
11849,3554481,1,3,3,4,3
11850,3554532,1,3,2,4,3
11851,3554557,1,2,2,4,3
11852,3554653,1,4,2,4,1
11853,3554692,1,2,2,4,2
11854,3554734,1,2,2,4,2
11855,3554777,2,4,1,1,0
11856,3554859,2,5,2,1,2
11857,3554866,1,1,1,2,1
11858,3554933,2,1,1,1,1
11859,3554986,1,4,1,4,1
11860,3555002,2,4,2,4,1
11861,3555081,2,2,0,1,0
11862,3555107,2,2,2,1,2
11863,3555113,1,1,1,4,3
11864,3555143,2,1,0,1,0
11865,3555160,1,3,2,4,2
11866,3555188,1,3,3,4,3
11867,3555210,1,3,2,4,2
11868,3555240,1,4,2,3,3
11869,3555322,1,4,1,2,1
11870,3555333,3,1,1,2,2
11871,3555383,1,2,2,2,3
11872,3555399,2,1,1,2,0
11873,3555411,1,2,2,9,3
11874,3555418,1,2,2,1,1
11875,3555431,1,3,2,4,3
11876,3555464,1,2,2,3,2
11877,3555500,1,2,2,1,2
11878,3555535,2,1,1,1,1
11879,3555545,1,6,2,2,2
11880,3555589,1,5,3,4,3
11881,3555591,2,1,1,3,1
11882,3555672,2,1,0,1,0
11883,3555679,1,4,2,4,2
11884,3555687,1,1,1,4,1
11885,3555741,1,4,2,4,3
11886,3555763,1,2,2,4,3
11887,3555795,1,2,2,1,2
11888,3555831,1,4,2,4,2
11889,3555834,1,2,2,1,1
11890,3555872,1,2,2,4,2
11891,3555898,1,1,1,1,3
11892,3555912,2,3,0,1,0
11893,3555917,2,2,1,1,0
11894,3556006,1,2,2,4,2
11895,3556088,2,4,1,4,0
11896,3556090,2,1,0,1,0
11897,3556102,1,1,1,3,3
11898,3556158,2,1,1,2,1
11899,3556159,2,4,4,2,3
11900,3556165,2,3,2,2,1
11901,3556276,1,3,3,4,3
11902,3556331,2,1,1,9,0
11903,3556408,1,2,2,3,2
11904,3556417,1,4,3,4,3
11905,3556426,2,1,1,2,0
11906,3556430,1,4,2,4,2
11907,3556491,1,1,1,2,1
11908,3556512,1,2,2,3,1
11909,3556534,2,2,2,2,1
11910,3556552,1,2,2,4,3
11911,3556602,1,3,3,9,2
11912,3556656,2,1,0,1,0
11913,3556669,2,1,1,2,1
11914,3556686,1,2,2,4,2
11915,3556697,1,3,3,4,3
11916,3556729,1,4,2,4,2
11917,3556887,1,1,1,1,3
11918,3556891,2,4,1,1,1
11919,3556905,1,5,3,4,3
11920,3556909,2,3,2,1,1
11921,3556942,2,1,1,3,1
11922,3556949,1,3,3,3,3
11923,3556968,2,1,1,9,1
11924,3557012,1,4,2,2,2
11925,3557014,1,2,2,4,2
11926,3557046,1,4,2,4,2
11927,3557066,1,2,2,2,2
11928,3557103,1,2,2,4,1
11929,3557115,1,4,2,4,3
11930,3557119,1,3,1,2,1
11931,3557130,1,1,1,2,1
11932,3557150,1,1,1,4,1
11933,3557151,2,1,1,2,1
11934,3557160,1,4,4,3,3
11935,3557169,1,4,2,4,3
11936,3557199,2,1,0,1,0
11937,3557222,2,2,1,1,1
11938,3557248,2,2,2,2,1
11939,3557277,2,1,1,1,1
11940,3557282,1,3,1,2,1
11941,3557330,1,2,2,4,2
11942,3557333,1,3,3,1,1
11943,3557367,1,2,2,4,2
11944,3557373,2,3,2,2,1
11945,3557375,2,1,1,2,0
11946,3557441,2,1,0,2,0
11947,3557448,1,2,2,2,1
11948,3557498,2,3,2,4,2
11949,3557530,1,2,2,4,2
11950,3557605,1,3,2,2,2
11951,3557628,1,1,1,2,1
11952,3557642,2,4,2,9,2
11953,3557714,1,2,2,2,2
11954,3557724,1,3,2,4,3
11955,3557750,1,2,2,3,3
11956,3557777,1,4,2,4,2
11957,3557785,1,4,2,4,2
11958,3557794,2,1,1,3,1
11959,3557843,1,3,2,4,2
11960,3557929,1,3,1,4,1
11961,3557947,1,3,3,4,3
11962,3557954,2,2,1,1,1
11963,3558030,2,2,0,1,0
11964,3558061,1,2,2,3,2
11965,3558062,1,3,2,4,3
11966,3558070,1,4,4,4,3
11967,3558129,2,1,1,2,1
11968,3558173,2,2,1,1,0
11969,3558181,2,1,1,4,1
11970,3558279,1,1,1,3,1
11971,3558308,1,2,2,1,2
11972,3558312,2,2,2,2,2
11973,3558320,1,4,2,4,2
11974,3558324,1,3,3,4,3
11975,3558340,2,2,0,9,0
11976,3558343,1,3,2,4,3
11977,3558353,2,1,0,1,0
11978,3558374,2,1,1,2,1
11979,3558376,2,1,1,1,1
11980,3558382,1,2,2,2,2
11981,3558413,1,3,3,2,2
11982,3558443,2,1,1,9,0
11983,3558446,1,2,2,1,1
11984,3558457,1,2,2,4,3
11985,3558464,2,1,1,2,1
11986,3558588,1,2,2,4,2
11987,3558698,1,2,2,2,2
11988,3558711,2,2,0,1,0
11989,3558731,1,4,4,2,3
11990,3558735,2,2,1,2,1
11991,3558771,1,1,1,3,1
11992,3558776,2,2,2,4,1
11993,3558786,2,5,0,1,0
11994,3558802,2,1,1,2,1
11995,3558827,2,1,1,2,0
11996,3558840,1,1,1,2,1
11997,3558851,1,2,2,4,1
11998,3558869,1,2,2,2,2
11999,3558892,2,3,3,2,3
12000,3558964,1,5,2,9,2
12001,3558982,1,2,2,2,1
12002,3559004,1,5,2,2,2
12003,3559007,2,4,2,2,2
12004,3559023,1,2,2,2,1
12005,3559057,1,4,2,4,2
12006,3559065,2,1,1,2,1
12007,3559160,1,2,2,4,2
12008,3559168,1,3,2,4,3
12009,3559170,1,2,2,4,2
12010,3559215,2,2,0,1,0
12011,3559223,1,2,2,2,1
12012,3559248,1,2,2,3,3
12013,3559250,1,2,2,4,3
12014,3559263,2,1,1,2,3
12015,3559272,1,2,2,2,2
12016,3559301,1,4,2,4,3
12017,3559330,1,4,3,2,3
12018,3559356,1,2,2,9,2
12019,3559362,1,3,3,3,3
12020,3559388,1,2,1,4,1
12021,3559431,2,4,3,4,2
12022,3559479,1,4,2,3,3
12023,3559490,2,2,2,2,2
12024,3559503,2,2,1,2,1
12025,3559524,2,1,0,2,0
12026,3559550,1,2,2,1,3
12027,3559614,1,4,2,4,1
12028,3559627,1,4,3,4,3
12029,3559653,1,1,1,2,1
12030,3559661,1,1,1,2,1
12031,3559673,2,1,1,2,2
12032,3559702,2,2,2,2,1
12033,3559778,1,4,2,4,2
12034,3559783,1,1,1,4,1
12035,3559790,1,1,1,2,1
12036,3559796,2,2,1,9,1
12037,3559805,1,5,2,4,2
12038,3559866,1,3,3,2,3
12039,3559868,1,2,2,2,2
12040,3559910,1,5,5,4,3
12041,3559935,2,2,2,1,1
12042,3559937,2,1,1,1,1
12043,3559959,1,2,2,4,2
12044,3559998,1,2,2,3,2
12045,3560020,2,1,1,4,0
12046,3560046,1,1,1,3,2
12047,3560083,2,1,1,1,1
12048,3560086,2,3,3,3,2
12049,3560098,1,3,2,2,2
12050,3560141,1,2,2,4,2
12051,3560197,2,1,1,1,1
12052,3560226,1,3,3,4,3
12053,3560232,1,2,2,4,2
12054,3560249,1,1,1,2,2
12055,3560316,1,4,2,2,2
12056,3560322,2,1,1,1,1
12057,3560351,2,1,1,2,0
12058,3560353,2,4,3,2,3
12059,3560363,1,3,2,4,2
12060,3560370,2,1,1,1,0
12061,3560469,2,1,1,2,1
12062,3560568,1,5,4,2,3
12063,3560604,2,3,2,4,0
12064,3560610,2,4,1,1,1
12065,3560623,2,2,1,1,0
12066,3560624,1,4,4,3,3
12067,3560665,2,1,1,3,0
12068,3560681,2,1,1,4,0
12069,3560702,1,2,1,1,2
12070,3560724,2,1,1,4,1
12071,3560790,1,2,2,4,3
12072,3560808,1,1,1,2,2
12073,3560811,2,2,0,1,0
12074,3560815,1,2,2,4,3
12075,3560830,1,3,2,2,2
12076,3560831,1,4,4,3,3
12077,3560845,1,2,2,4,2
12078,3560847,1,1,1,2,1
12079,3560873,2,3,3,1,0
12080,3560960,2,2,2,2,1
12081,3560965,1,2,2,2,2
12082,3560968,2,1,0,1,0
12083,3560982,1,2,2,2,2
12084,3561031,1,1,1,2,1
12085,3561042,1,4,3,9,3
12086,3561044,1,2,2,3,3
12087,3561063,1,2,2,4,3
12088,3561102,1,3,2,4,3
12089,3561208,2,2,2,2,0
12090,3561310,1,1,1,4,2
12091,3561321,2,1,0,2,0
12092,3561327,1,2,2,3,2
12093,3561395,1,2,2,2,2
12094,3561422,2,2,1,2,0
12095,3561445,1,2,2,3,3
12096,3561472,1,2,2,4,3
12097,3561478,1,2,2,4,2
12098,3561494,1,3,3,4,3
12099,3561529,1,5,2,2,2
12100,3561536,2,1,1,9,1
12101,3561579,1,1,1,2,1
12102,3561619,1,3,3,4,3
12103,3561627,1,1,1,1,1
12104,3561637,1,2,2,4,2
12105,3561650,1,1,1,2,1
12106,3561700,1,2,2,2,3
12107,3561719,1,2,2,4,3
12108,3561732,1,2,2,2,2
12109,3561811,1,3,2,2,2
12110,3561829,1,1,1,1,2
12111,3561865,1,2,2,3,2
12112,3561866,2,1,1,1,1
12113,3561867,1,2,2,4,2
12114,3561939,2,3,3,4,2
12115,3561998,1,4,4,2,3
12116,3562014,1,6,4,4,3
12117,3562048,1,4,2,2,3
12118,3562065,2,1,1,1,1
12119,3562067,2,1,1,9,0
12120,3562111,1,1,1,4,0
12121,3562128,2,1,1,1,0
12122,3562153,1,2,2,3,3
12123,3562173,2,4,2,4,2
12124,3562182,2,2,2,4,0
12125,3562220,1,1,1,1,1
12126,3562223,2,2,2,2,0
12127,3562230,1,4,2,3,3
12128,3562253,1,2,2,4,2
12129,3562324,2,4,2,9,1
12130,3562352,2,1,1,1,0
12131,3562363,2,1,0,1,0
12132,3562393,2,1,1,2,0
12133,3562396,2,3,2,2,2
12134,3562447,1,1,1,2,1
12135,3562459,1,4,2,1,2
12136,3562460,1,2,2,4,2
12137,3562483,2,2,2,4,3
12138,3562491,1,2,2,2,3
12139,3562513,1,2,2,4,2
12140,3562536,1,3,2,4,2
12141,3562564,1,4,2,2,2
12142,3562577,2,1,1,2,1
12143,3562603,1,7,2,3,2
12144,3562618,1,2,2,3,2
12145,3562699,2,6,2,4,1
12146,3562702,3,2,2,1,1
12147,3562726,1,4,3,4,2
12148,3562733,2,1,1,2,1
12149,3562738,1,3,3,2,2
12150,3562759,1,4,2,4,3
12151,3562788,2,3,2,3,1
12152,3562844,2,2,2,3,2
12153,3562856,1,2,2,4,2
12154,3562857,1,2,2,2,2
12155,3562869,1,2,1,2,1
12156,3562874,1,1,1,4,2
12157,3562948,2,1,0,1,0
12158,3562985,1,4,2,1,2
12159,3562991,1,1,1,2,1
12160,3563004,2,4,1,3,1
12161,3563028,3,1,1,2,2
12162,3563051,1,2,2,2,1
12163,3563100,1,4,2,3,2
12164,3563129,1,2,2,4,3
12165,3563133,1,2,2,2,2
12166,3563149,1,3,2,4,2
12167,3563197,1,3,2,4,2
12168,3563225,1,2,2,2,1
12169,3563279,2,4,2,2,1
12170,3563365,1,2,2,2,2
12171,3563372,1,4,2,4,2
12172,3563376,3,2,1,1,2
12173,3563393,1,4,3,2,3
12174,3563411,1,4,4,2,3
12175,3563437,1,2,2,2,2
12176,3563454,1,2,2,2,3
12177,3563456,2,2,2,3,2
12178,3563493,1,4,3,4,3
12179,3563531,1,4,4,3,3
12180,3563623,1,5,2,4,2
12181,3563624,1,4,2,4,2
12182,3563628,1,3,2,2,3
12183,3563657,1,4,2,4,2
12184,3563678,1,1,1,9,1
12185,3563795,1,2,2,4,3
12186,3563813,1,4,2,2,3
12187,3563854,1,2,2,4,3
12188,3563890,1,2,2,2,2
12189,3563899,1,2,2,3,2
12190,3563917,1,2,2,2,2
12191,3563918,1,3,3,4,3
12192,3563955,1,3,2,2,2
12193,3563985,1,2,2,2,2
12194,3563993,1,4,2,3,2
12195,3564047,1,2,2,9,2
12196,3564051,1,2,2,2,2
12197,3564060,1,3,2,2,2
12198,3564078,2,1,1,2,1
12199,3564081,1,4,4,2,3
12200,3564112,1,2,2,3,2
12201,3564235,1,3,3,9,3
12202,3564236,1,4,2,4,2
