,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
15629,3821483,2,2,2,3,1
15630,3821491,2,1,0,1,0
15631,3821549,2,1,1,1,0
15632,3821580,2,5,0,2,0
15633,3821600,2,1,0,2,0
15634,3821701,2,4,2,3,1
15635,3821718,2,2,0,1,0
15636,3821865,2,1,1,1,0
15637,3821926,2,1,0,2,0
15638,3821929,2,1,0,9,1
15639,3822145,2,1,1,3,1
15640,3822182,1,2,2,4,3
15641,3822324,1,3,3,9,3
15642,3822430,1,1,1,4,1
15643,3822485,1,2,1,1,1
15644,3822649,2,4,1,4,0
15645,3822897,2,3,1,3,1
15646,3823059,1,4,2,3,2
15647,3823150,2,2,2,2,0
15648,3823224,2,2,2,4,1
15649,3823235,2,4,2,4,1
15650,3823582,2,1,1,2,1
15651,3823853,2,1,1,2,0
15652,3823878,1,2,2,4,2
15653,3823935,2,2,2,4,3
15654,3823938,2,1,1,2,0
15655,3823973,2,1,1,1,1
15656,3824050,1,1,1,4,3
15657,3824440,1,6,1,1,1
15658,3824563,1,2,2,3,2
15659,3824648,1,4,3,2,3
15660,3824716,1,2,2,4,1
15661,3824723,3,2,1,2,1
15662,3824733,2,2,2,4,2
15663,3825179,1,5,4,2,3
15664,3825309,1,2,2,3,2
15665,3825320,2,2,1,2,0
15666,3825376,1,4,4,1,2
15667,3825391,1,6,2,2,2
15668,3825454,1,2,2,4,3
15669,3825543,1,3,3,4,3
15670,3825571,2,4,0,1,0
15671,3825749,2,1,0,2,0
15672,3825875,2,1,1,1,1
15673,3825876,1,1,1,1,2
15674,3825900,1,4,2,4,2
15675,3825915,2,5,1,1,2
15676,3826187,1,5,5,2,3
15677,3826253,2,1,1,2,1
15678,3826265,1,1,1,2,1
15679,3826273,1,4,3,4,1
15680,3826367,2,2,2,3,2
15681,3826371,1,3,2,3,3
15682,3826377,1,3,3,4,2
15683,3826535,1,2,2,1,1
15684,3826554,1,2,2,2,2
15685,3826666,1,2,2,1,2
15686,3826777,2,1,0,2,0
15687,3826838,1,1,1,2,1
15688,3826912,1,2,2,4,2
15689,3826991,1,1,1,2,1
15690,3827181,1,2,1,1,1
15691,3827182,2,1,1,2,1
15692,3827184,1,2,2,2,2
15693,3827296,1,4,2,4,2
15694,3827337,2,2,2,3,2
15695,3827350,1,1,1,1,0
15696,3827465,1,3,2,2,2
15697,3827564,1,4,4,3,3
15698,3827660,1,1,1,2,3
15699,3827755,1,6,3,4,3
15700,3827779,1,1,1,4,3
15701,3827798,1,3,2,2,3
15702,3827887,1,2,2,4,2
15703,3827952,1,4,2,1,2
15704,3828003,1,4,2,2,2
15705,3828081,2,1,1,3,1
15706,3828119,1,4,4,2,3
15707,3828130,1,3,3,4,1
15708,3828132,2,1,0,9,0
15709,3828276,2,1,1,1,0
15710,3828278,1,4,2,2,3
15711,3828338,2,3,1,2,0
15712,3828417,1,1,1,2,1
15713,3828442,2,1,1,2,1
15714,3828458,1,1,1,2,0
15715,3828511,1,2,2,4,2
15716,3828519,2,2,1,1,0
15717,3828576,1,4,3,3,3
15718,3828602,1,3,2,2,2
15719,3828807,1,4,2,3,2
15720,3829103,1,3,3,3,2
15721,3829108,2,2,2,4,2
15722,3829115,1,4,2,4,3
15723,3829200,1,4,4,4,2
15724,3829279,1,1,1,1,1
15725,3829360,1,4,2,4,2
15726,3829388,1,3,3,9,3
15727,3829553,1,2,2,4,3
15728,3829626,1,2,2,2,2
15729,3829667,1,4,2,2,3
15730,3829676,1,4,2,4,2
15731,3829692,1,2,1,4,1
15732,3829777,1,2,2,3,2
15733,3829786,2,1,0,1,0
15734,3829845,2,3,3,9,3
15735,3829854,1,1,1,1,1
15736,3829859,2,4,0,1,0
15737,3829930,1,1,1,9,1
15738,3829961,1,1,1,3,1
15739,3829989,1,2,2,4,3
15740,3830057,1,3,3,4,3
15741,3830104,2,2,2,3,1
15742,3830111,1,5,5,4,3
15743,3830219,1,2,2,3,2
15744,3830252,1,4,4,9,3
15745,3830283,1,2,2,2,2
15746,3830296,1,3,2,4,2
15747,3830325,1,2,2,4,2
15748,3830447,1,1,1,9,1
15749,3830477,2,1,1,1,1
15750,3830565,1,3,3,4,3
15751,3830682,1,2,2,4,3
15752,3830794,1,3,3,4,3
15753,3830839,1,2,2,4,2
15754,3830882,1,3,0,1,0
15755,3830887,1,4,4,4,3
15756,3830930,1,2,2,4,2
15757,3830990,1,1,1,2,1
15758,3831016,1,2,2,4,3
15759,3831144,2,3,2,4,1
15760,3831305,1,4,2,4,3
15761,3831313,2,3,3,3,3
15762,3831349,1,2,2,4,3
15763,3831567,1,3,3,2,3
15764,3831615,1,2,2,3,2
15765,3831647,2,1,1,4,1
15766,3831685,1,3,2,4,1
15767,3831730,1,1,1,2,1
15768,3831790,1,1,1,2,3
15769,3831811,1,2,2,3,2
15770,3831816,1,2,2,2,2
15771,3831838,2,3,2,4,1
15772,3831924,1,3,2,2,2
15773,3832003,1,2,2,3,2
15774,3832172,1,4,2,4,2
15775,3832201,1,2,2,4,2
15776,3832619,2,1,1,2,0
15777,3832749,1,2,2,4,2
15778,3832775,1,1,1,2,1
15779,3832831,2,2,1,1,1
15780,3832837,1,1,1,1,0
15781,3832848,1,2,2,4,2
15782,3832895,2,2,1,1,0
15783,3833036,1,5,5,3,2
15784,3833054,1,3,2,3,2
15785,3833149,1,1,1,2,1
15786,3833314,1,4,2,4,2
15787,3833361,2,2,2,2,2
15788,3833408,1,1,1,3,1
15789,3833521,2,1,1,2,1
15790,3833567,1,1,1,2,1
15791,3833587,1,4,3,4,3
15792,3833874,1,3,2,4,3
15793,3833904,2,4,1,4,1
15794,3833931,1,2,2,4,3
15795,3833934,1,5,5,4,3
15796,3834277,1,1,1,1,1
15797,3834445,1,1,1,2,2
15798,3834495,1,2,2,2,2
15799,3834499,1,4,2,4,2
15800,3834593,1,2,2,3,2
15801,3834765,1,2,2,4,2
15802,3834812,2,1,1,1,1
15803,3834844,1,2,2,2,2
15804,3835014,1,2,2,4,2
15805,3835072,1,4,2,4,2
15806,3835135,2,1,1,1,0
15807,3835515,2,1,1,1,0
15808,3835520,1,4,2,2,2
15809,3835522,1,4,4,4,3
15810,3835541,1,5,2,4,2
15811,3835592,1,2,2,1,1
15812,3835612,2,1,1,2,1
15813,3835675,2,1,1,1,0
15814,3835688,1,1,1,1,1
15815,3835762,1,1,1,1,1
15816,3835853,1,4,2,3,2
15817,3835950,1,3,2,4,3
15818,3836065,2,4,2,9,2
15819,3836151,1,3,3,4,2
15820,3836335,1,4,2,3,2
15821,3836759,1,4,4,4,1
15822,3836858,1,3,2,4,2
15823,3836916,1,5,2,3,2
15824,3837014,1,2,2,4,2
15825,3837100,1,3,3,4,3
15826,3837107,2,1,1,1,1
15827,3837142,2,2,2,9,2
15828,3837168,1,2,2,2,2
15829,3837182,1,3,3,4,3
15830,3837276,2,4,1,3,1
15831,3837333,1,2,2,4,2
15832,3837460,1,4,3,4,2
15833,3837571,2,1,1,4,0
15834,3837611,1,2,2,4,3
15835,3837703,2,1,1,2,2
15836,3837731,1,1,1,9,3
15837,3837757,1,4,3,4,2
15838,3837820,1,2,2,2,2
15839,3837907,1,2,2,4,2
15840,3837919,1,2,2,2,2
15841,3838039,1,6,2,4,2
15842,3838114,1,1,1,3,2
15843,3838243,2,1,1,4,1
15844,3838262,1,4,2,3,2
15845,3838385,1,1,1,3,1
15846,3838546,1,6,2,4,2
15847,3838609,1,1,1,4,1
15848,3838630,1,4,2,4,2
15849,3838677,1,1,1,4,1
15850,3838725,1,4,2,9,2
15851,3838742,1,2,2,4,2
15852,3838752,1,3,2,1,1
15853,3838838,2,5,2,3,2
15854,3838861,1,1,1,1,3
15855,3839021,1,2,2,4,2
15856,3839070,1,2,2,4,2
15857,3839079,1,2,2,3,3
15858,3839188,1,2,2,2,2
15859,3839209,1,4,4,4,3
15860,3839391,1,2,1,3,2
15861,3839743,1,2,2,2,1
15862,3839787,1,1,1,3,1
15863,3839825,1,2,2,4,3
15864,3839905,1,4,2,4,2
15865,3839972,1,1,1,2,1
15866,3840014,1,2,2,3,2
15867,3840030,1,1,1,2,2
15868,3840071,1,2,1,1,2
15869,3840247,2,1,1,9,1
15870,3840456,2,1,1,2,1
15871,3840462,1,4,2,2,3
15872,3840500,1,2,2,2,2
15873,3840579,1,3,2,2,2
15874,3840595,1,6,3,4,3
15875,3840617,1,3,3,4,3
15876,3840647,1,2,2,2,2
15877,3840766,1,1,1,1,1
15878,3840818,1,6,4,4,3
15879,3840858,1,3,3,2,2
15880,3840923,1,4,2,4,3
15881,3841206,2,1,1,1,1
15882,3841240,1,2,2,2,3
15883,3841281,1,2,2,3,3
15884,3841404,1,2,2,3,2
15885,3841448,2,2,0,2,0
15886,3841581,1,1,1,3,1
15887,3841674,2,1,1,4,1
15888,3841716,2,2,1,1,1
15889,3841750,1,4,0,2,1
15890,3841864,1,4,4,3,2
15891,3841907,1,5,2,4,2
15892,3841988,2,2,2,4,1
15893,3842298,2,4,2,1,2
15894,3842311,1,2,2,1,3
15895,3842329,1,1,1,2,1
15896,3842495,1,2,2,4,3
15897,3842508,1,1,1,1,1
15898,3842615,2,3,0,1,0
15899,3842686,1,3,2,4,2
15900,3842733,1,2,0,1,0
15901,3842817,1,2,1,3,1
15902,3842872,2,3,3,4,3
15903,3842914,1,2,2,4,2
15904,3842917,1,4,2,4,2
15905,3842942,1,4,2,4,2
15906,3842955,2,1,1,1,1
15907,3842988,1,2,2,2,1
15908,3843005,2,2,0,2,0
15909,3843094,1,3,3,2,3
15910,3843135,1,2,2,3,1
15911,3843229,1,6,2,3,2
15912,3843253,1,2,2,3,2
15913,3843453,2,2,2,4,0
15914,3843476,1,2,2,2,2
15915,3843513,1,1,1,3,1
15916,3843536,1,4,2,4,3
15917,3843611,1,3,2,3,2
15918,3843625,2,3,2,1,1
15919,3843669,1,3,2,4,2
15920,3843741,1,2,2,3,3
15921,3843866,1,4,2,4,2
15922,3843990,1,4,4,9,3
15923,3844079,1,2,2,4,2
15924,3844130,2,1,1,1,2
15925,3844207,2,2,2,4,2
15926,3844366,2,2,0,1,0
15927,3844393,1,5,3,2,3
15928,3844438,1,2,2,9,2
15929,3844441,1,2,2,4,2
15930,3844490,1,4,2,2,2
15931,3844500,1,1,0,1,0
15932,3844554,1,3,2,4,2
15933,3844583,1,2,2,3,2
15934,3844628,2,1,1,1,0
15935,3844679,1,4,4,4,3
15936,3844695,2,1,1,2,1
15937,3844696,2,4,2,4,2
15938,3844704,2,1,1,3,1
15939,3844762,1,4,2,4,2
15940,3844837,1,5,3,2,3
15941,3844893,1,3,3,4,3
15942,3844934,1,5,5,4,3
15943,3845002,1,2,2,4,2
15944,3845083,1,2,2,9,2
15945,3845087,1,3,3,4,3
15946,3845122,1,4,2,4,2
15947,3845140,1,3,2,4,2
15948,3845162,1,2,1,4,3
15949,3845164,2,2,2,2,2
15950,3845208,1,2,2,3,2
15951,3845294,1,2,2,4,2
15952,3845433,1,4,2,4,2
15953,3845450,1,4,2,4,2
15954,3845479,1,1,1,9,1
15955,3845489,1,3,2,2,3
15956,3845557,1,2,2,4,2
15957,3845611,1,4,2,3,2
15958,3845633,2,1,1,2,1
15959,3845666,1,4,2,4,2
15960,3845725,1,2,2,4,3
15961,3845792,1,2,2,4,3
15962,3845804,1,2,2,4,2
15963,3845828,2,2,2,2,1
15964,3845876,1,1,1,3,1
15965,3845901,1,1,1,4,1
15966,3845911,1,1,1,2,2
15967,3845927,2,1,1,2,1
15968,3846034,1,1,1,4,3
15969,3846062,2,1,1,2,1
15970,3846079,1,2,2,1,2
15971,3846168,9,3,2,9,2
15972,3846536,2,3,1,4,0
15973,3846780,1,4,2,4,2
15974,3846842,2,1,1,1,0
15975,3847090,1,2,2,1,2
15976,3847313,1,2,1,1,0
15977,3847521,1,3,3,4,1
15978,3848304,2,2,0,2,0
15979,3848427,2,1,1,1,0
15980,3848482,2,2,0,1,0
15981,3848834,2,3,2,3,1
15982,3848880,1,1,1,2,0
15983,3849324,2,6,0,1,0
15984,3850547,1,2,2,9,1
15985,3850757,2,2,1,2,0
15986,3851123,2,1,1,1,0
15987,3851152,2,1,1,1,1
15988,3851228,2,2,2,2,2
15989,3851369,2,1,0,1,0
15990,3851668,2,3,1,2,0
15991,3851670,2,2,1,1,0
15992,3851879,2,1,1,2,1
15993,3851962,3,3,2,2,0
15994,3852016,2,4,1,2,1
15995,3852055,2,1,1,9,1
15996,3852157,2,3,2,9,1
15997,3852207,1,4,3,4,3
15998,3852458,2,1,1,3,1
15999,3852479,1,4,2,4,2
16000,3852593,1,2,2,4,3
16001,3852675,1,1,1,2,1
16002,3852715,2,3,2,4,2
16003,3852747,1,3,2,3,2
16004,3852774,1,1,1,2,1
16005,3852983,1,2,1,2,1
16006,3853153,1,3,2,2,2
16007,3853226,2,2,1,1,0
16008,3853303,1,3,2,3,1
16009,3853437,1,3,3,4,3
16010,3853493,1,2,2,3,3
16011,3853624,1,3,2,3,2
16012,3853673,1,1,1,2,1
16013,3853700,2,1,0,1,0
16014,3854000,1,1,1,4,1
16015,3854234,2,1,1,2,1
16016,3854258,2,5,1,9,1
16017,3854413,1,3,3,4,2
16018,3854430,1,1,1,1,2
16019,3854458,2,1,1,2,0
16020,3854566,1,5,2,4,2
16021,3854664,1,1,1,9,3
16022,3854831,1,5,4,4,3
16023,3854897,1,1,1,1,1
16024,3854980,2,2,2,4,0
16025,3855125,1,2,2,4,2
16026,3855374,2,1,1,1,1
16027,3855556,1,3,3,4,3
16028,3855570,2,1,1,1,0
16029,3855750,1,2,2,4,2
16030,3855768,2,2,2,2,1
16031,3855952,2,1,1,2,2
16032,3856022,2,1,1,3,1
16033,3856173,1,3,1,2,1
16034,3856298,1,2,1,2,1
16035,3856592,2,2,1,1,0
16036,3856621,2,1,0,1,0
16037,3856648,2,4,1,2,2
16038,3856878,1,2,2,4,2
16039,3856883,1,2,2,3,2
16040,3857052,1,5,2,3,1
16041,3857144,1,2,2,2,3
16042,3857147,1,2,2,4,1
16043,3857312,1,2,2,3,2
16044,3857407,1,1,0,1,0
16045,3857906,2,2,2,2,2
16046,3857910,2,1,1,3,0
16047,3858025,1,5,2,4,2
16048,3858170,2,2,2,1,2
16049,3858222,1,3,3,4,3
16050,3858350,1,5,3,4,1
16051,3858456,2,2,0,1,0
16052,3858704,2,1,1,1,0
16053,3858744,2,4,2,9,2
16054,3858930,2,3,2,4,1
16055,3859103,1,4,1,4,1
16056,3859392,2,5,1,2,0
16057,3859641,2,1,1,1,0
16058,3859822,2,2,0,1,0
16059,3859827,1,1,1,4,1
16060,3859850,1,4,3,4,3
16061,3859903,2,3,2,2,1
16062,3859953,2,4,2,2,1
16063,3860133,2,3,0,1,0
16064,3860227,3,2,2,4,1
16065,3860296,2,5,2,2,2
16066,3860317,2,1,1,2,0
16067,3860358,1,4,2,3,2
16068,3860388,2,3,1,1,0
16069,3860508,2,1,0,1,0
16070,3860510,2,1,1,2,1
16071,3860533,2,4,2,4,1
16072,3860554,2,1,0,1,0
16073,3860582,2,1,0,1,0
16074,3860663,2,4,0,1,0
16075,3860692,1,1,1,1,1
16076,3860786,1,5,2,9,1
16077,3860837,2,3,0,1,0
16078,3860862,2,4,3,4,2
16079,3860997,2,1,0,1,0
16080,3861033,2,3,1,4,1
16081,3861367,1,2,1,2,0
16082,3861618,2,4,1,9,1
16083,3861688,1,4,2,3,2
16084,3861776,1,4,2,4,1
16085,3861801,1,4,2,3,2
16086,3862025,2,2,1,1,0
16087,3862139,2,1,1,2,0
16088,3862179,2,2,2,4,1
16089,3862233,2,1,1,2,0
16090,3862292,2,4,2,4,0
16091,3862310,1,2,2,9,2
16092,3862504,2,3,2,2,1
16093,3862663,2,1,1,1,0
16094,3862676,2,1,1,3,1
16095,3862815,2,2,2,3,0
16096,3863073,2,1,1,1,0
16097,3863161,2,1,0,3,0
16098,3863266,2,1,1,3,1
16099,3863411,2,1,1,4,2
16100,3863436,2,1,1,2,0
16101,3863577,2,1,1,2,1
16102,3863620,2,1,1,2,1
16103,3863716,1,1,1,4,1
16104,3863796,2,3,2,1,0
16105,3863831,2,1,0,2,0
16106,3863875,1,2,2,4,2
16107,3863996,2,2,1,2,1
16108,3864096,2,1,0,1,0
16109,3864099,2,4,2,3,2
16110,3864123,1,1,1,2,2
16111,3864167,1,4,3,2,3
16112,3864188,1,1,1,1,1
16113,3864211,2,4,1,2,1
16114,3864226,2,2,2,4,1
16115,3864357,1,4,2,4,2
16116,3864414,1,4,2,3,2
16117,3864418,1,4,2,2,2
16118,3864447,2,1,1,4,1
16119,3864512,2,2,2,2,1
16120,3864515,1,2,2,4,3
16121,3864562,2,2,2,1,1
16122,3864770,1,1,1,2,2
16123,3864790,1,5,2,2,1
16124,3864841,1,3,1,2,0
16125,3864884,2,1,1,1,0
16126,3865025,1,3,2,4,3
16127,3865057,1,5,0,1,1
16128,3865130,1,3,3,4,3
16129,3865263,1,1,1,1,1
16130,3865389,1,2,2,2,2
16131,3865498,1,2,2,9,1
16132,3865499,2,1,1,2,1
16133,3865672,1,4,2,4,2
16134,3865832,2,1,1,1,0
16135,3865838,1,6,4,4,3
16136,3866032,1,3,2,4,3
16137,3866063,1,2,2,4,3
16138,3866197,1,2,2,2,2
16139,3866362,1,3,2,2,2
16140,3866396,1,2,2,4,2
16141,3866432,1,2,2,4,2
16142,3866491,2,2,0,1,0
16143,3866620,1,3,2,9,3
16144,3866640,1,1,1,2,1
16145,3866657,1,1,1,2,2
16146,3866690,1,3,2,3,2
16147,3866812,1,3,2,4,2
16148,3866822,1,3,2,2,2
16149,3866926,2,1,1,4,2
16150,3867092,1,1,1,2,1
16151,3867265,2,1,1,2,0
16152,3867302,2,2,2,3,2
16153,3867412,1,3,3,2,3
16154,3867450,1,1,1,2,2
16155,3867462,1,1,1,2,1
16156,3867478,1,1,1,2,1
16157,3867480,1,2,2,3,2
16158,3867538,2,2,2,2,1
16159,3867570,1,3,3,9,3
16160,3867621,1,4,2,4,2
16161,3867656,2,3,1,1,1
16162,3867804,1,3,2,9,2
16163,3867819,1,2,2,2,1
16164,3867839,1,4,3,4,3
16165,3868106,2,4,2,1,1
16166,3868128,1,5,3,4,3
16167,3868227,1,4,2,2,2
16168,3868322,1,5,2,4,3
16169,3868425,2,1,1,1,0
16170,3868607,1,4,2,3,3
16171,3868649,1,2,1,2,1
16172,3868670,2,1,1,2,1
16173,3868782,2,3,0,1,0
16174,3868808,1,1,1,1,1
16175,3868861,1,1,1,9,2
16176,3868955,1,2,2,3,2
16177,3869021,1,2,2,4,3
16178,3869139,1,2,2,9,2
16179,3869247,1,6,2,4,2
16180,3869299,2,1,1,2,1
16181,3869461,1,3,1,1,1
16182,3869515,1,4,2,4,1
16183,3869531,2,1,1,9,0
16184,3869592,1,4,2,2,2
16185,3869645,1,3,2,4,2
16186,3869684,2,1,1,1,2
16187,3869699,1,2,1,2,2
16188,3869730,2,2,1,2,0
16189,3869737,1,2,2,1,2
16190,3869783,1,3,2,4,2
16191,3869794,2,3,1,2,1
16192,3869996,2,3,0,1,0
16193,3870033,2,1,1,9,1
16194,3870034,1,3,3,2,3
16195,3870220,2,2,1,1,0
16196,3870296,1,2,2,4,2
16197,3870397,2,1,1,2,0
16198,3870454,1,4,3,2,2
16199,3870458,1,3,2,4,2
16200,3870595,1,2,2,2,2
16201,3870659,1,1,1,2,1
16202,3870692,2,1,1,1,0
16203,3870737,1,4,2,4,2
16204,3870759,1,2,2,4,2
16205,3870843,1,2,2,2,3
16206,3870999,1,2,2,2,3
16207,3871072,1,2,2,4,1
16208,3871190,1,2,2,2,1
16209,3871360,2,1,1,1,1
16210,3871443,9,4,2,9,2
16211,3871503,1,1,1,1,1
16212,3871778,2,3,3,2,3
16213,3871864,1,1,1,2,1
16214,3871981,1,3,2,1,2
16215,3872070,2,1,1,2,1
16216,3872078,1,3,2,4,2
16217,3872165,1,2,2,2,2
16218,3872278,1,3,2,4,3
16219,3872363,1,4,2,4,2
16220,3872405,1,5,5,2,3
16221,3872435,1,3,3,2,3
16222,3872473,2,1,0,4,0
16223,3872540,2,2,2,1,1
16224,3872799,2,2,2,4,1
16225,3872882,1,8,3,9,3
16226,3872987,1,3,3,4,3
16227,3873000,1,2,2,3,2
16228,3873244,1,4,2,4,1
16229,3873318,1,5,2,4,3
16230,3873322,2,1,1,2,1
16231,3873398,1,2,2,2,3
16232,3873473,1,3,2,4,3
16233,3873560,1,2,2,4,2
16234,3873887,1,2,2,4,2
16235,3873895,2,1,1,1,1
16236,3874111,2,3,1,2,1
16237,3874238,1,4,2,4,2
16238,3874336,1,2,2,3,2
16239,3874361,1,3,2,2,2
16240,3874376,2,1,1,2,1
16241,3874392,1,2,2,2,1
16242,3874663,1,2,2,3,2
16243,3874755,1,3,3,9,2
16244,3874866,2,1,1,2,1
16245,3874867,1,1,1,1,1
16246,3874883,1,3,1,4,2
16247,3874979,2,4,2,4,1
16248,3874994,1,2,2,4,3
16249,3875069,2,1,1,9,1
16250,3875171,1,2,2,4,2
16251,3875262,1,2,2,2,2
16252,3875270,1,2,2,3,2
16253,3875420,1,2,2,4,2
16254,3875437,1,2,2,2,2
16255,3875521,2,1,0,1,0
16256,3875580,1,5,2,4,3
16257,3875599,1,2,2,4,2
16258,3875829,2,1,1,3,1
16259,3875834,1,3,2,4,2
16260,3875838,1,1,1,3,1
16261,3875949,1,4,2,4,2
16262,3875969,1,2,1,2,1
16263,3876118,2,1,0,1,0
16264,3876160,1,4,4,4,3
16265,3876162,1,2,2,2,2
16266,3876173,2,1,0,1,0
16267,3876361,1,4,2,4,2
16268,3876364,1,2,1,4,1
16269,3876473,1,2,2,9,2
16270,3876494,1,4,2,4,2
16271,3876550,1,4,3,4,3
16272,3876616,1,6,3,4,2
16273,3876679,2,1,1,4,2
16274,3876806,1,4,2,4,2
16275,3876815,1,3,1,2,1
16276,3876862,1,2,1,2,2
16277,3876888,1,4,2,2,2
16278,3877251,1,4,2,4,1
16279,3877285,1,3,2,4,2
16280,3877375,1,2,2,2,3
16281,3877378,1,2,1,2,1
16282,3877448,1,3,3,2,1
16283,3877521,2,2,1,2,1
16284,3877524,1,3,1,2,1
16285,3877565,1,6,4,4,3
16286,3877605,1,4,2,4,2
16287,3877637,1,3,3,4,3
16288,3877769,1,4,2,4,2
16289,3877893,1,6,4,3,3
16290,3877944,1,2,2,9,2
16291,3877958,1,2,2,2,2
16292,3878046,2,1,1,1,0
16293,3878057,2,1,0,1,0
16294,3878156,1,7,2,4,2
16295,3878354,1,5,2,1,1
16296,3878460,2,2,2,2,2
16297,3878521,2,2,2,3,2
16298,3878598,1,1,1,4,0
16299,3878599,1,2,2,4,2
16300,3878607,1,2,2,2,2
16301,3878611,1,3,2,4,2
16302,3878712,2,2,0,1,0
16303,3878759,1,3,3,4,3
16304,3878833,1,2,2,4,2
16305,3878852,1,4,2,9,2
16306,3878991,2,1,1,3,1
16307,3878998,1,4,2,4,2
16308,3879093,1,2,2,2,3
16309,3879155,1,4,2,4,2
16310,3879159,2,1,1,4,0
16311,3879190,1,1,1,1,1
16312,3879289,1,4,2,2,2
16313,3879319,1,6,4,3,3
16314,3879362,1,2,2,4,3
16315,3879378,2,1,1,2,0
16316,3879430,1,3,1,2,3
16317,3879526,2,1,0,1,0
16318,3879606,2,5,2,1,2
16319,3879607,1,5,3,4,2
16320,3879676,2,1,1,3,1
16321,3879750,1,3,3,4,2
16322,3879933,1,4,2,1,2
16323,3879939,1,1,1,4,1
16324,3879961,1,1,1,1,1
16325,3879968,1,2,2,4,2
16326,3880006,1,2,2,4,3
16327,3880025,1,3,3,4,2
16328,3880121,2,1,1,1,1
16329,3880224,2,2,0,2,0
16330,3880244,1,1,1,4,1
16331,3880332,1,2,1,9,1
16332,3880477,1,1,1,3,1
16333,3880587,2,1,1,3,1
16334,3880739,1,2,2,4,2
16335,3880795,2,3,2,2,2
16336,3880972,1,4,4,2,3
16337,3880974,2,1,1,2,1
16338,3881002,2,1,1,9,0
16339,3881115,2,2,2,2,2
16340,3881162,2,1,1,2,0
16341,3881315,1,3,2,1,1
16342,3881335,1,2,2,4,2
16343,3881362,1,5,3,3,2
16344,3881424,1,2,2,2,2
16345,3881466,2,2,2,3,2
16346,3881529,2,2,2,2,0
16347,3881601,2,4,2,4,2
16348,3881640,1,1,1,1,1
16349,3881746,1,1,1,2,1
16350,3881789,1,4,3,2,3
16351,3881791,1,2,2,4,2
16352,3881798,2,1,0,2,0
16353,3881982,1,2,1,1,2
16354,3882071,1,4,2,4,2
16355,3882333,1,2,2,2,2
16356,3882500,2,2,2,2,2
16357,3882552,1,2,2,2,2
16358,3882598,2,1,0,1,0
16359,3882903,1,3,3,3,3
16360,3883027,2,4,2,9,2
16361,3883158,1,2,2,2,2
16362,3883189,1,1,1,1,1
16363,3883297,2,1,1,4,1
16364,3883389,1,2,2,9,2
16365,3883391,2,1,1,4,0
16366,3883536,1,5,3,4,3
16367,3883563,2,2,2,9,2
16368,3883662,1,4,2,4,2
16369,3883699,1,4,2,4,3
16370,3883700,1,3,2,2,3
16371,3883738,1,5,2,2,2
16372,3883787,2,2,2,4,1
16373,3883930,1,2,2,4,2
16374,3883961,1,2,1,4,1
16375,3883964,1,3,2,4,2
16376,3883972,1,4,4,2,3
16377,3883979,1,2,2,3,2
16378,3883998,1,1,1,3,1
16379,3884171,2,1,0,1,0
16380,3884234,1,2,2,4,2
16381,3884244,1,4,2,4,2
16382,3884245,1,3,2,4,2
16383,3884268,1,4,2,4,2
16384,3884292,1,2,1,3,2
16385,3884319,1,3,2,4,2
16386,3884362,1,2,2,2,3
16387,3884377,1,3,2,4,2
16388,3884489,1,1,1,2,1
16389,3884521,1,2,2,4,3
16390,3884561,1,2,2,2,3
16391,3884571,1,4,2,4,2
16392,3884629,1,3,2,2,1
16393,3884631,1,2,2,2,2
16394,3884669,1,1,1,4,1
16395,3884678,1,4,2,4,1
16396,3884729,2,2,1,3,1
16397,3884741,2,2,2,2,2
16398,3884773,1,4,2,4,2
16399,3884814,1,3,3,4,2
16400,3884857,1,3,2,4,2
16401,3884949,1,5,2,3,2
16402,3884967,1,3,3,4,3
16403,3885002,1,3,3,3,3
16404,3885093,1,4,4,4,3
16405,3885117,2,1,0,9,0
16406,3885192,1,2,2,4,2
16407,3885234,1,2,2,2,3
16408,3885246,1,3,3,4,2
16409,3885271,1,1,1,2,2
16410,3885281,2,2,2,4,2
16411,3885321,2,2,2,4,2
16412,3885412,1,3,3,4,3
16413,3885443,2,2,2,9,2
16414,3885488,2,1,0,2,0
16415,3885558,1,4,2,4,2
16416,3885608,1,2,2,4,2
16417,3885627,1,1,1,2,1
16418,3885680,2,2,2,1,0
16419,3886062,2,1,1,4,1
16420,3886159,1,2,2,4,1
16421,3886183,2,4,1,2,1
16422,3886673,1,1,1,1,1
16423,3886694,2,1,1,2,0
16424,3886944,1,2,2,4,2
16425,3887098,1,2,2,4,2
16426,3887978,2,1,1,3,1
16427,3888238,2,2,0,1,0
16428,3888593,2,1,1,1,0
16429,3888640,2,2,1,1,0
16430,3888892,2,1,1,2,1
16431,3889587,1,2,1,2,1
16432,3890681,2,4,1,9,0
16433,3890781,2,3,3,2,0
16434,3890973,2,3,2,2,1
16435,3891050,2,3,2,2,0
16436,3891158,2,2,2,1,1
16437,3891229,2,1,0,1,0
16438,3891364,2,2,2,1,0
16439,3891587,2,3,1,3,1
16440,3891666,2,1,1,2,1
16441,3891698,1,4,2,4,2
16442,3891950,2,1,0,2,0
16443,3891956,1,5,4,2,3
16444,3892005,1,3,3,2,3
16445,3892007,1,3,3,4,3
16446,3892066,1,3,3,4,3
16447,3892125,1,2,2,4,1
16448,3892231,1,4,2,4,2
16449,3892238,1,2,2,2,2
