,SAMPN,CTFIP,BIN,RESTY,HHSIZ,INCOM,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,GEO_GROUP1,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC
7156,3355109,36119,14,2,4,5,1,2,2,2,2,1,196.83333,HARTSDALE,HARTSDALE CDP,Greenburgh town,NY,10530,2160,36119010804,4,4,3,1,1
7157,3355121,34039,15,2,1,1,0,0,1,1,0,1,249.28571,LINDEN,LINDEN CITY,Linden city,NJ,7036,3131,34039034500,8,1,1,0,4
7158,3355141,36027,14,2,1,2,0,0,1,1,0,1,239.75,WAPPINGERS FALLS,,Wappinger town,NY,12590,2406,36027190203,5,1,1,0,4
7159,3355214,36027,14,2,2,2,2,1,2,2,0,1,297.0,FISHKILL,,Fishkill town,NY,12524,2388,36027060302,5,2,1,2,2
7160,3355222,36119,14,1,2,99,2,0,1,2,0,1,207.0,HASTINGS-ON-HUDSON,HASTINGS-ON-HUDSON VILLAGE,Greenburgh town,NY,10706,2165,36119010200,4,2,9,2,4
7161,3355241,34039,15,1,4,6,3,2,2,2,2,1,650.5,CLARK,,Clark township,NJ,7066,3124,34039036302,8,4,4,3,1
7162,3355254,9009,14,2,1,1,0,0,0,0,0,1,439.8,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6513,3422,9009142603,6,1,1,0,6
7163,3355283,36087,15,1,2,5,2,0,2,2,0,1,200.33333,NANUET,NANUET CDP,Clarkstown town,NY,10954,2280,36087011302,4,2,3,2,2
7164,3355290,34003,15,1,4,99,5,2,3,3,1,1,293.4,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039100,7,4,9,3,1
7165,3355298,36087,15,1,2,8,2,0,2,2,0,1,309.0,PIERMONT,PIERMONT VILLAGE,Orangetown town,NY,10968,2299,36087013300,4,2,4,2,2
7166,3355326,36103,16,1,3,6,3,0,2,3,0,1,240.72727,COPIAGUE,COPIAGUE CDP,Babylon town,NY,11726,1919,36103123702,3,3,4,3,2
7167,3355336,34037,14,1,2,99,2,0,1,2,0,1,281.22222,SUSSEX,,Wantage township,NJ,7461,3384,34037371800,11,2,9,2,4
7168,3355386,34003,15,1,3,4,5,0,3,3,0,1,344.33333,FRANKLIN LAKES,FRANKLIN LAKES BOROUGH,Franklin Lakes borough,NJ,7417,2680,34003020200,7,3,2,3,2
7169,3355494,34029,15,1,2,2,1,0,1,2,0,1,635.8,FORKED RIVER,,Lacey township,NJ,8731,3294,34029732002,10,2,1,1,4
7170,3355522,34029,15,1,8,4,2,5,1,2,6,1,232.2,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715500,10,4,2,2,3
7171,3355539,34029,15,1,5,2,2,2,2,1,2,1,532.8,LAKEWOOD,LEISURE VILLAGE CDP,Lakewood township,NJ,8701,3296,34029715902,10,4,1,2,1
7172,3355547,36087,15,1,2,6,2,1,2,2,0,1,309.0,PIERMONT,PIERMONT VILLAGE,Orangetown town,NY,10968,2299,36087013300,4,2,4,2,2
7173,3355551,36103,16,1,6,4,3,4,1,2,4,2,279.25,CENTEREACH,CENTEREACH CDP,Brookhaven town,NY,11720,2016,36103158115,3,4,2,3,3
7174,3355556,34037,14,1,3,8,2,1,2,2,0,1,214.25,NEWTON,,Hampton township,NJ,7860,3373,34037372100,11,3,4,2,2
7175,3355609,34041,17,1,1,5,1,0,1,1,0,1,217.0,ANDOVER,,Allamuchy township,NJ,7821,3341,34041031302,11,1,3,1,4
7176,3355667,34003,15,1,2,5,2,0,2,2,0,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039200,7,2,3,2,2
7177,3355701,34037,14,1,2,4,2,0,2,2,0,1,400.5,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,7843,3375,34037374500,11,2,2,2,2
7178,3355707,36087,15,1,1,6,3,0,1,1,0,1,235.5,PEARL RIVER,CHESTNUT RIDGE VILLAGE,Ramapo town,NY,10965,2293,36087012502,4,1,4,3,4
7179,3355722,34003,15,1,4,8,2,2,2,2,2,1,299.8,RIVER VALE,,River Vale township,NJ,7675,2713,34003049001,7,4,4,2,1
7180,3355763,34003,15,1,4,8,3,2,2,3,1,1,500.33333,CRESSKILL,CRESSKILL BOROUGH,Cresskill borough,NJ,7626,2668,34003008000,7,4,4,3,1
7181,3355805,34037,14,1,4,8,2,2,1,2,2,1,109.72727,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,4,4,2,3
7182,3355813,34003,15,1,2,5,2,0,0,2,0,1,283.16667,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061400,7,2,3,2,6
7183,3355818,34003,15,1,3,1,3,1,1,3,0,1,238.2,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061200,7,3,1,3,4
7184,3355835,36087,15,1,4,6,3,3,2,3,1,1,279.4,MONSEY,AIRMONT VILLAGE,Ramapo town,NY,10952,2293,36087012501,4,4,4,3,1
7185,3355845,34003,15,1,2,7,3,0,1,2,0,1,283.16667,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061400,7,2,4,3,4
7186,3355927,36087,15,1,2,3,3,0,1,2,0,1,314.0,SPRING VALLEY,CHESTNUT RIDGE VILLAGE,Ramapo town,NY,10977,2293,36087012502,4,2,2,3,4
7187,3355936,34037,14,1,2,4,2,0,2,2,0,1,281.22222,SUSSEX,,Wantage township,NJ,7461,3387,34037371800,11,2,2,2,2
7188,3355949,34027,15,1,1,6,1,0,1,1,0,1,952.0,LANDING,,Roxbury township,NJ,7850,3179,34027045402,9,1,4,1,4
7189,3355974,36087,15,2,1,99,0,0,0,0,0,1,627.0,SPRING VALLEY,NEW SQUARE VILLAGE,Ramapo town,NY,10977,2301,36087011505,4,1,9,0,6
7190,3356041,36087,15,1,2,99,2,0,1,2,0,1,135.72727,TAPPAN,TAPPAN CDP,Orangetown town,NY,10983,2299,36087013401,4,2,9,2,4
7191,3356077,36087,15,1,2,7,3,0,0,2,0,1,194.6,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2274,36087010803,4,2,4,3,6
7192,3356113,34027,15,1,2,6,2,0,2,2,0,1,256.0,WHARTON,WHARTON BOROUGH,Wharton borough,NJ,7885,3182,34027045100,9,2,4,2,2
7193,3356118,36005,15,3,1,1,0,0,1,0,0,1,80.11111,BRONX,NEW YORK CITY,Bronx borough,NY,10469,974,36005031400,2,1,1,0,4
7194,3356135,36005,15,2,1,4,0,0,1,1,0,1,321.76923,BRONX,NEW YORK CITY,Bronx borough,NY,10475,942,36005030200,2,1,2,0,4
7195,3356166,34029,15,1,5,3,1,3,1,2,3,1,277.75,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715401,10,4,2,1,3
7196,3356186,36087,15,1,2,4,2,0,1,2,0,1,299.85714,WEST NYACK,BARDONIA CDP,Clarkstown town,NY,10994,2279,36087011200,4,2,2,2,4
7197,3356230,36087,15,1,5,6,3,4,0,2,3,1,128.83333,BLAUVELT,BLAUVELT CDP,Orangetown town,NY,10913,2297,36087013001,4,4,4,3,5
7198,3356231,34003,15,1,2,7,3,0,2,2,0,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039200,7,2,4,3,2
7199,3356338,34003,15,1,2,6,3,0,1,2,0,1,223.6,FAIR LAWN,ALLENDALE BOROUGH,Allendale borough,NJ,7401,2661,34003001000,7,2,4,3,4
7200,3356350,34037,14,1,2,3,2,0,1,2,0,1,206.625,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,7843,3375,34037374700,11,2,2,2,4
7201,3356414,36087,15,2,2,5,2,0,2,2,0,1,269.0,NYACK,NYACK VILLAGE,Clarkstown town,NY,10960,2278,36087011102,4,2,3,2,2
7202,3356426,36005,15,2,1,2,0,0,1,1,0,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,1,1,0,4
7203,3356477,34003,15,1,2,4,2,0,1,2,0,1,227.83333,GLEN ROCK,GLEN ROCK BOROUGH,Glen Rock borough,NJ,7452,2682,34003022100,7,2,2,2,4
7204,3356485,34037,14,1,2,6,2,0,0,2,0,1,241.8,NEWTON,,Andover township,NJ,7860,3365,34037373500,11,2,4,2,6
7205,3356492,34027,15,1,2,6,2,0,1,2,0,1,141.78571,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,2,4,2,4
7206,3356505,34029,15,1,4,5,2,2,2,2,2,1,308.83333,LACEY,,Lacey township,NJ,8734,3294,34029732001,10,4,3,2,1
7207,3356510,34037,14,1,3,4,2,1,1,2,1,1,270.83333,NEWTON,NEWTON TOWN,Newton town,NJ,7860,3378,34037373700,11,3,2,2,3
7208,3356529,34027,15,1,2,6,3,0,2,2,0,1,198.5,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,2,4,3,2
7209,3356632,36087,15,1,3,3,2,1,1,2,1,1,235.5,SPRING VALLEY,CHESTNUT RIDGE VILLAGE,Ramapo town,NY,10977,2293,36087012502,4,3,2,2,3
7210,3356637,34003,15,1,2,3,2,0,2,2,0,1,223.28571,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061100,7,2,2,2,2
7211,3356747,34003,15,1,4,7,6,2,3,4,0,1,190.09091,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044202,7,4,4,3,2
7212,3356748,34029,15,2,6,2,1,3,1,2,4,1,188.57143,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715402,10,4,1,1,3
7213,3356775,34029,15,2,4,1,0,1,1,0,2,1,123.0,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715302,10,4,1,0,3
7214,3356776,34029,15,1,1,99,1,0,0,1,0,1,342.875,LAKEWOOD,LEISURE VILLAGE EAST CDP,Lakewood township,NJ,8701,3296,34029716000,10,1,9,1,6
7215,3356778,34037,14,1,4,2,1,3,1,1,3,1,206.625,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,7843,3375,34037374700,11,4,1,1,3
7216,3356783,34003,15,1,5,7,0,2,1,3,2,2,183.18182,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044100,7,4,4,0,3
7217,3356786,34029,15,1,6,2,1,3,2,1,4,1,134.78571,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715301,10,4,1,1,1
7218,3356862,34037,14,1,2,3,4,0,0,2,0,1,279.2,STANHOPE,STANHOPE BOROUGH,Stanhope borough,NJ,7874,3382,34037374600,11,2,2,3,6
7219,3356982,34029,15,1,5,3,2,4,1,2,3,1,265.6,LAKEWOOD,,Lakewood township,NJ,8701,3296,34029715700,10,4,2,2,3
7220,3356990,34037,14,1,2,4,2,0,1,2,0,1,322.75,FRANKLIN,FRANKLIN BOROUGH,Franklin borough,NJ,7416,3369,34037372900,11,2,2,2,4
7221,3357028,36087,15,1,2,6,2,0,2,2,0,1,200.33333,NANUET,NANUET CDP,Clarkstown town,NY,10954,2280,36087011302,4,2,4,2,2
7222,3357056,34029,15,1,2,2,1,0,1,2,0,1,265.6,LAKEWOOD,,Lakewood township,NJ,8701,3296,34029715700,10,2,1,1,4
7223,3357062,34029,15,1,2,5,3,0,1,2,0,1,308.83333,LANOKA HARBOR,,Lacey township,NJ,8734,3294,34029732001,10,2,3,3,4
7224,3357068,34027,15,1,4,5,2,2,3,2,0,1,183.5,LINCOLN PARK,LINCOLN PARK BOROUGH,Lincoln Park borough,NJ,7035,3159,34027040101,9,4,3,2,2
7225,3357135,34003,15,1,2,5,2,0,2,2,0,1,299.8,WESTWOOD,,River Vale township,NJ,7675,2713,34003049001,7,2,3,2,2
7226,3357149,34027,15,1,2,99,2,0,0,2,0,1,424.0,POMPTON PLAINS,,Pequannock township,NJ,7444,3174,34027040200,9,2,9,2,6
7227,3357158,34003,15,2,3,3,2,2,2,2,1,1,196.15385,GLEN ROCK,GLEN ROCK BOROUGH,Glen Rock borough,NJ,7452,2682,34003022200,7,3,2,2,1
7228,3357192,34003,15,1,3,5,2,1,1,2,1,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039200,7,3,3,2,3
7229,3357242,34037,14,1,4,8,2,1,2,2,2,1,526.66667,STANHOPE,HOPATCONG BOROUGH,Hopatcong borough,NJ,7874,3375,34037374800,11,4,4,2,1
7230,3357249,34027,15,2,4,5,2,2,2,2,1,1,183.5,LINCOLN PARK,LINCOLN PARK BOROUGH,Lincoln Park borough,NJ,7035,3159,34027040101,9,4,3,2,1
7231,3357322,36103,16,1,2,3,1,0,1,2,0,1,228.2,CORAM,CORAM CDP,Brookhaven town,NY,11727,2027,36103158320,3,2,2,1,4
7232,3357329,36005,15,1,3,3,1,2,0,1,1,1,182.71429,BRONX,NEW YORK CITY,Bronx borough,NY,10465,957,36005013800,2,3,2,1,5
7233,3357342,34027,15,1,2,5,2,0,2,2,0,1,353.0,BUTLER,BUTLER BOROUGH,Butler borough,NJ,7405,3146,34027040500,9,2,3,2,2
7234,3357344,36103,16,1,2,5,2,0,1,2,0,1,178.0,SMITHTOWN,ST. JAMES CDP,Smithtown town,NY,11787,1934,36103135002,3,2,3,2,4
7235,3357351,36103,16,1,2,6,2,0,2,2,0,1,223.85714,HUNTINGTON STATION,HUNTINGTON STATION CDP,Huntington town,NY,11746,1874,36103111202,3,2,4,2,2
7236,3357415,34027,15,1,2,5,2,0,1,2,0,1,161.9,BUTLER,BUTLER BOROUGH,Butler borough,NJ,7405,3146,34027040600,9,2,3,2,4
7237,3357431,34029,15,1,4,2,1,2,1,2,2,1,277.75,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715401,10,4,1,1,3
7238,3357440,34003,15,1,3,6,6,0,2,3,0,1,321.83333,WESTWOOD,OLD TAPPAN BOROUGH,Old Tappan borough,NJ,7675,2703,34003024100,7,3,4,3,2
7239,3357455,34029,15,2,1,4,1,1,1,1,0,1,324.71429,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715600,10,1,2,1,4
7240,3357479,34003,15,1,3,4,2,1,1,2,1,1,257.71429,WALDWICK,WALDWICK BOROUGH,Waldwick borough,NJ,7463,2724,34003056200,7,3,2,2,3
7241,3357497,34003,15,1,2,7,2,0,1,2,0,1,275.28571,NORWOOD,NORWOOD BOROUGH,Norwood borough,NJ,7648,2701,34003002300,7,2,4,2,4
7242,3357513,34003,15,1,4,99,3,1,1,3,0,1,133.85714,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039300,7,4,9,3,4
7243,3357515,34037,14,1,5,5,3,1,2,2,3,1,290.33333,ANDOVER,,Byram township,NJ,7821,3367,34037374200,11,4,3,3,1
7244,3357533,34003,15,1,4,8,2,2,2,2,2,1,196.15385,GLEN ROCK,GLEN ROCK BOROUGH,Glen Rock borough,NJ,7452,2682,34003022200,7,4,4,2,1
7245,3357560,34027,15,2,2,6,2,0,2,2,0,1,198.5,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,2,4,2,2
7246,3357591,34003,15,1,2,6,2,0,2,2,0,1,802.5,HILLSDALE,HILLSDALE BOROUGH,Hillsdale borough,NJ,7642,2687,34003026100,7,2,4,2,2
7247,3357622,34029,15,1,1,2,2,1,0,1,0,1,324.71429,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715200,10,1,1,2,6
7248,3357631,34037,14,1,2,4,3,0,0,2,0,1,109.72727,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,2,2,3,6
7249,3357658,36087,15,1,2,4,2,0,2,2,0,1,276.66667,STONY POINT,STONY POINT CDP,Stony Point town,NY,10980,2265,36087010200,4,2,2,2,2
7250,3357677,34037,14,1,6,5,5,4,2,2,4,1,109.72727,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,4,3,3,1
7251,3357687,34037,14,1,2,6,3,0,1,2,0,1,109.72727,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,2,4,3,4
7252,3357737,34037,14,1,4,5,3,2,2,3,1,1,137.22222,ANDOVER,,Byram township,NJ,7821,3367,34037374300,11,4,3,3,1
7253,3357742,34003,15,1,4,8,3,2,1,3,1,1,321.83333,OLD TAPPAN,OLD TAPPAN BOROUGH,Old Tappan borough,NJ,7675,2703,34003024100,7,4,4,3,3
7254,3357750,34003,15,1,2,4,2,0,2,2,0,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039200,7,2,2,2,2
7255,3357795,36087,15,1,4,4,3,2,1,2,2,1,464.75,RAMAPO,HILLCREST CDP,Ramapo town,NY,10977,2285,36087011504,4,4,2,3,3
7256,3357817,34027,15,1,1,3,1,0,0,1,0,1,187.57143,MOUNTAIN LAKES,MOUNTAIN LAKES BOROUGH,Mountain Lakes borough,NJ,7046,3168,34027041200,9,1,2,1,6
7257,3357819,36103,16,1,1,4,1,0,0,1,0,1,472.66667,NORTHPORT,EAST NORTHPORT CDP,Huntington town,NY,11768,1881,36103111601,3,1,2,1,6
7258,3357854,36005,15,2,4,99,0,2,2,1,2,1,249.66667,BRONX,NEW YORK CITY,Bronx borough,NY,10463,898,36005033500,2,4,9,0,1
7259,3357868,34027,15,1,2,6,2,0,1,2,0,1,198.5,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,2,4,2,4
7260,3357884,36005,15,1,1,99,2,0,1,1,0,1,197.0,BRONX,NEW YORK CITY,Bronx borough,NY,10465,956,36005011800,2,1,9,2,4
7261,3357910,34003,15,1,3,7,3,1,2,3,0,1,640.66667,WESTWOOD,,River Vale township,NJ,7675,2713,34003049002,7,3,4,3,2
7262,3357931,36087,15,1,4,6,2,3,2,2,2,1,135.72727,TAPPAN,TAPPAN CDP,Orangetown town,NY,10983,2299,36087013401,4,4,4,2,1
7263,3357967,34003,15,2,1,2,1,0,0,1,0,1,190.09091,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044202,7,1,1,1,6
7264,3357992,34003,15,1,1,4,1,0,1,1,0,1,344.33333,FRANKLIN LAKES,FRANKLIN LAKES BOROUGH,Franklin Lakes borough,NJ,7417,2680,34003020200,7,1,2,1,4
7265,3358009,34027,15,1,2,99,2,0,0,2,0,1,480.0,MONTVILLE,,Montville township,NJ,7045,3164,34027040804,9,2,9,2,6
7266,3358071,36103,16,1,2,4,2,0,1,2,0,1,134.38462,HUNTINGTON STATION,HUNTINGTON STATION CDP,Huntington town,NY,11746,1877,36103111402,3,2,2,2,4
7267,3358113,34029,15,2,2,2,1,1,1,2,0,1,134.78571,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715301,10,2,1,1,4
7268,3358148,34037,14,1,3,5,1,2,1,1,2,1,291.0,NEWTON,,Hampton township,NJ,7860,3373,34037372000,11,3,3,1,3
7269,3358162,34003,15,1,2,8,2,0,0,2,0,1,183.18182,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044100,7,2,4,2,6
7270,3358175,34037,14,1,4,6,3,1,1,2,2,1,206.625,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,7843,3375,34037374700,11,4,4,3,3
7271,3358204,36005,15,2,1,6,1,0,1,1,0,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,1,4,1,4
7272,3358266,36087,15,1,5,6,2,3,2,3,2,1,194.6,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2274,36087010803,4,4,4,2,1
7273,3358278,34037,14,1,5,4,3,2,2,3,2,1,137.22222,STANHOPE,BYRAM CENTER CDP,Byram township,NJ,7874,3367,34037374300,11,4,2,3,1
7274,3358303,34037,14,1,5,6,4,3,1,2,3,1,284.14286,STOCKHOLM,,Hardyston township,NJ,7460,3374,34037372600,11,4,4,3,3
7275,3358315,34003,15,1,5,99,3,3,2,2,3,1,397.66667,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061300,7,4,9,3,1
7276,3358397,34037,14,1,1,1,1,0,0,1,0,1,258.83333,NEWTON,,Stillwater township,NJ,7860,3383,34037373900,11,1,1,1,6
7277,3358414,36087,15,2,1,4,1,0,1,1,0,1,696.25,POMONA,MOUNT IVY CDP,Haverstraw town,NY,10970,2269,36087010502,4,1,2,1,4
7278,3358456,36103,3,1,1,4,1,0,1,1,0,1,1062.0,MEDFORD,MEDFORD CDP,Brookhaven town,NY,11763,2047,36103158711,3,1,2,1,4
7279,3358462,36005,15,2,2,99,1,0,1,1,0,1,259.0,BRONX,NEW YORK CITY,Bronx borough,NY,10471,904,36005030701,2,2,9,1,4
7280,3358518,36005,15,2,1,5,1,0,1,1,0,1,440.25,BRONX,NEW YORK CITY,Bronx borough,NY,10473,938,36005009800,2,1,3,1,4
7281,3358521,34037,14,1,2,6,2,0,1,2,0,1,291.0,NEWTON,,Hampton township,NJ,7860,3373,34037372000,11,2,4,2,4
7282,3358551,34003,15,1,2,6,2,0,2,2,0,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,7401,2661,34003001000,7,2,4,2,2
7283,3358555,34003,15,1,5,7,5,2,3,4,1,1,251.4,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044201,7,4,4,3,1
7284,3358599,34027,15,1,2,6,3,0,2,2,0,1,172.47059,SUCCASUNNA,SUCCASUNNA CDP,Roxbury township,NJ,7876,3179,34027045502,9,2,4,3,2
7285,3358615,34027,15,1,4,8,2,2,2,2,2,1,198.5,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,4,4,2,1
7286,3358669,34029,15,1,3,3,1,2,2,2,1,1,134.78571,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715301,10,3,2,1,1
7287,3358698,34003,15,1,3,4,2,1,2,2,1,1,251.4,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,7446,2708,34003044201,7,3,2,2,1
7288,3358808,34037,14,1,1,2,1,0,0,1,0,1,214.25,NEWTON,,Hampton township,NJ,7860,3373,34037372100,11,1,1,1,6
7289,3358857,34027,17,1,2,7,3,0,2,2,0,1,174.25,ANDOVER,,Jefferson township,NJ,7821,3157,34027044602,9,2,4,3,2
7290,3358913,36005,15,2,4,6,1,2,2,2,2,1,259.0,BRONX,NEW YORK CITY,Bronx borough,NY,10463,904,36005030701,2,4,4,1,1
7291,3358930,34003,15,1,6,5,2,4,3,2,3,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,7436,2702,34003039200,7,4,3,2,1
7292,3358932,34029,15,1,6,3,3,0,1,4,1,1,476.4,LANOKA HARBOR,,Lacey township,NJ,8734,3294,34029732101,10,4,2,3,3
7293,3358950,34037,14,1,4,6,2,2,2,2,2,1,241.8,NEWTON,,Andover township,NJ,7860,3365,34037373500,11,4,4,2,1
7294,3358980,34003,15,1,4,7,2,2,1,2,2,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,7401,2661,34003001000,7,4,4,2,3
7295,3359013,34027,15,1,3,5,2,1,2,2,1,1,422.16667,LINCOLN PARK,LINCOLN PARK BOROUGH,Lincoln Park borough,NJ,7035,3159,34027040102,9,3,3,2,1
7296,3359027,36005,15,2,1,1,0,0,0,0,0,1,182.16667,BRONX,NEW YORK CITY,Bronx borough,NY,10465,955,36005014400,2,1,1,0,6
7297,3359051,34037,14,1,2,6,5,0,1,2,0,1,284.14286,HAMBURG,,Hardyston township,NJ,7419,3374,34037372600,11,2,4,3,4
7298,3359065,36005,15,2,3,3,1,2,1,1,2,1,204.75,BRONX,NEW YORK CITY,Bronx borough,NY,10471,902,36005034500,2,3,2,1,3
7299,3359092,34029,15,1,8,1,1,6,2,2,6,1,123.0,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715302,10,4,1,1,1
7300,3359102,36005,15,2,1,5,1,0,1,1,0,1,230.0,BRONX,NEW YORK CITY,Bronx borough,NY,10470,1012,36005044902,2,1,3,1,4
7301,3359106,34003,15,1,1,6,8,0,1,1,0,1,659.75,UPPER SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,7458,2723,34003053200,7,1,4,3,4
7302,3359120,36087,15,1,4,7,2,2,2,2,2,1,399.2,VALLEY COTTAGE,VALLEY COTTAGE CDP,Clarkstown town,NY,10989,2278,36087011101,4,4,4,2,1
7303,3359121,34003,15,1,3,8,3,0,3,3,0,1,802.5,HILLSDALE,HILLSDALE BOROUGH,Hillsdale borough,NJ,7642,2687,34003026100,7,3,4,3,2
7304,3359131,34027,15,1,4,99,4,2,1,3,1,1,187.57143,MOUNTAIN LAKES,MOUNTAIN LAKES BOROUGH,Mountain Lakes borough,NJ,7046,3168,34027041200,9,4,9,3,3
7305,3359153,34037,14,1,3,5,3,1,2,3,0,1,137.22222,STANHOPE,,Byram township,NJ,7874,3367,34037374300,11,3,3,3,2
7306,3359182,34003,15,1,3,6,3,0,3,3,0,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,7401,2661,34003001000,7,3,4,3,2
7307,3359195,34027,15,2,3,4,2,1,2,2,1,1,257.83333,RIVERDALE,RIVERDALE BOROUGH,Riverdale borough,NJ,7457,3176,34027040400,9,3,2,2,1
7308,3359196,34027,15,1,2,3,3,0,0,2,0,1,569.66667,KENVIL,,Roxbury township,NJ,7847,3179,34027045300,9,2,2,3,6
7309,3359235,34037,14,1,2,3,2,0,0,2,0,1,322.75,FRANKLIN,FRANKLIN BOROUGH,Franklin borough,NJ,7416,3369,34037372900,11,2,2,2,6
7310,3359242,34037,14,1,4,7,4,2,2,3,1,1,109.72727,NEWTON,,Fredon township,NJ,7860,3370,34037374000,11,4,4,3,1
7311,3359254,36103,16,1,3,4,4,2,2,3,0,1,178.0,SAINT JAMES,ST. JAMES CDP,Smithtown town,NY,11780,1934,36103135002,3,3,2,3,2
7312,3359264,34027,15,1,3,4,2,1,1,2,1,1,161.9,BUTLER,BUTLER BOROUGH,Butler borough,NJ,7405,3146,34027040600,9,3,2,2,3
7313,3359276,34003,15,1,2,99,2,0,1,2,0,1,223.28571,WYCKOFF,,Wyckoff township,NJ,7481,2730,34003061100,7,2,9,2,4
7314,3359346,34037,14,1,3,3,3,0,1,3,0,1,459.66667,SUSSEX,,Wantage township,NJ,7461,3387,34037371100,11,3,2,3,4
7315,3359359,34027,15,1,3,6,3,1,3,3,0,1,198.5,CHATHAM,,Chatham township,NJ,7928,3148,34027044000,9,3,4,3,2
7316,3359370,34003,15,1,4,7,2,2,2,2,2,1,659.75,SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,7458,2723,34003053200,7,4,4,2,1
7317,3359380,34037,14,2,2,5,2,0,2,2,0,1,279.2,STANHOPE,STANHOPE BOROUGH,Stanhope borough,NJ,7874,3382,34037374600,11,2,3,2,2
7318,3359402,34003,15,1,5,6,2,3,2,2,3,1,659.75,SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,7458,2723,34003053200,7,4,4,2,1
7319,3359407,34029,15,2,6,5,2,3,2,2,3,1,398.5,LAKEWOOD,,Lakewood township,NJ,8701,3296,34029715000,10,4,3,2,1
7320,3359495,34037,14,1,1,1,1,0,0,1,0,1,206.625,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,7843,3375,34037374700,11,1,1,1,6
